Lieu,Prix,Details,Description_A_Propos,Lien,Addr_Regex,Addr_NLP,Adresse_Finale
Lyon 7ème (69007),988 €,72 m² - 3 pièces,"Rue Galland : Appartement de type 3, il se compose d'un hall d'entrée, d'un salon, d'une cuisine aménagée, d'une salle de bains, d'un toilette, de deux chambres et d'un balcon. Une place de stationnement privative est présente avec l'appartement. Situé dans une résidence de 2006, cet appartement est idéalement situé sur le secteur du 7ème arrondissement, proche de la place Jean Macer et Jean Jaures, proximité de toutes les commodités (métro, boulangerie, poste etc). Loyer 877,44 euros+ 110,30 euros de provision pour charges Frais de dossier 720 euros Frais d'état des lieux 216 euros Chauffage individuel électrique Énergie électrique Garanties acceptées : visale, garants physique. Soumis à l'encadrement des loyers : Loyer de référence 15,1 euros/m² - Loyer majoré 8,8 euros/m² Dépôt de garantie : 877,00 euros Disponible dès le ! Votre dossier locataire : Démarquez vous et mettez toutes les chances de votre côté, merci d'utiliser Dossier Facile () pour constituer et nous envoyer votre dossier locataire, c'est un service gratuit du gouvernement qui aide les locataires à constituer un Dossier unique, complet et sécurisé afin de le partager simplement aux Propriétaires et Agences.",https://www.vizzit.fr/fr/property/appartement/lyon-7/A1o1hs26ytbnfwp8,Rue Galland,Rue Galland,Rue Galland
Lyon 8ème (69008),680 €,40 m² - 2 pièces,"Particulier loue T2 de 40 m2, rez-de-chaussée calme, proximité commerces. Composé de : - Une pièce principale avec une cuisine entièrement équipée (réfrigérateur, plaques de cuisson, un évier et des meubles de rangement - Une salle d’eau comprenant, un meuble évier avec rangement et miroir, une baignoire ainsi qu’un Wc - Une chambre. Situé au 2 rue Pierre Sonnerat 69008 Lyon à 5 minutes des deux fac Lyon Grange Blanche et Laennec ainsi que de l'école d’infirmière. Proche de toutes commodités : Métro D (station Laennec ou Grange Blanche), Tram T2 ou T5 (station Ambroise Paré) ainsi que lignes de bus. 630€ + 50€ de Charges.",https://www.vizzit.fr/fr/property/appartement/lyon-8/Axvsxqh639gxykha,2 rue Pierre Sonnerat,2 rue Pierre Sonnerat 69008 Lyon,2 rue Pierre Sonnerat
Lyon 9ème (69009),587 €,23 m² - 1 pièce,"Lyon 9ème - Vaise Nous vous proposons ce bel appartement 1 pièce meublé de 23,83m², situé au 3ème étage. Il se compose d'une pièce de vie principale avec kitchenette toute équipée et une salle de bains avec toilettes. Situé au 16 rue Chinard dans le 9ème arrondissement de Lyon à proximité immédiate du Métro D (Gare de Vaise). Libre le 18 janvier 2026. Loyer: 587.11 € charges comprises - Charges de 70 € / mois (comprenant l'eau froide, le chauffage et les charges communes géénrales) Dépôt de garantie: 1034.22 € Honoraires de locataion à la charge du locataire: 312.65 € dont 72.20 €. Zone soumise à l'encadrement des loyers. Loyer de référence majoré: 517,11 €. Complément de loyer: 0 € Dpe classé D. Vous souhaitez visiter ce bien ? Contactez nous ou sur Agence Solygest",https://www.vizzit.fr/fr/property/appartement/lyon-9/Alyjukclp26sj6wr,16 rue Chinard,16 rue Chinard,16 rue Chinard
Lyon 6ème (69006),705 €,38 m² - 2 pièces,A Lyon 6è Arrondissement T2 38 M² + mezzanine 8 m² hauteur,https://www.vizzit.fr/fr/property/appartement/lyon-6/Aajfkrfsqawuqj3j,,,
Lyon 8ème (69008),720 €,39 m² - 1 pièce,"Appartement de type 1, situé rue Marius Berliet 69008 Lyon, au Rez De Jardin proche de toutes commodités et transport en commun. Ce bien d'une superficie de 39m², entièrement refait, comprend, une entrée avec placard, une cuisine ouverte séjour, salle de bains et toilettes séparés. Un jardin. Un place de parking en sous-sol. Chauffage et eaux collectifs. Loyer : 620€ Charges : 90€ Dépot de garantie : 620€ Honoraires : 507€ Pour plus de renseignements ou visites merci de nous CHm Administrateur de Biens",https://www.vizzit.fr/fr/property/appartement/lyon-8/A7bdrtfa3vvx6mhc,rue Marius Berliet,,rue Marius Berliet
Lyon 1er (69001),965 €,42 m² - 2 pièces,"Appartement T2 au cœur des pentes de croix rousse à mi distance entre les arrêts de métro Croix Rousse et Hôtel de ville. Il comprends une pièce de vie avec cuisine ouverte, une chambre séparée ainsi qu’une Sbd et d’un toilette séparé. Rénové en 2023, il comprends un cuisine équipée avec des prestations de qualités, une salle de bain avec lave linge. Beaucoup de rangements sont intégrés au logement. Idéal pour un couple sans enfant ou personne seule. Dpe D N’hésitez pas à me pour plus d’info Disponible des maintenant.",https://www.vizzit.fr/fr/property/appartement/lyon-1/All5a61st0mx90gw,,,
Lyon 6ème (69006),2 000 €,100 m² - 4 pièces,"A Louer Un T4 De 100 M2 Avec Un Double Garage Au Sous-Sol. Immeuble De Standing Situe Au 5 Eme Sur 7 Appartement Entierement Meuble - Securise Camera Terrasse Distribuant Toutes Les Pieces Chauffage Individuel, Climatise, Baignoire A Jets .... Prestations De Hautes De Gamme Visiophone Cuisine Fermee Et Equipee Prix : 2 000 € Toutes Charges Comprises Merci De L Agence",https://www.vizzit.fr/fr/property/appartement/lyon-6/Aof7efgr9x816808,,5 Eme,5 Eme
Lyon 9ème (69009),1 620 €,100 m² - 4 pièces,"Profitant d'une magnifique vue sur la Saône, ce beau duplex familial prend place au dernier étage d'un immeuble ancien situé sur le quai Pierre Scize. Le niveau principal propose une somptueuse pièce de vie lumineuse avec une magnifique vue. Le parquet massif, les poutres et le bel escalier central contribuent largement à l'ambiance chaleureuse de l'appartement. Une circulation intéressante autour de l'escalier permet d'accéder à la cuisine et son cellier par deux entrées distinctes. Ce niveau est complété par une chambre avec sa salle de bain attenante et un Wc indépendant. Le pallier de l'étage distribue deux chambres de taille équivalente et une salle d'eau avec toilette. La luminosité est au rendez-vous toute la journée grâce à un jeu de vitres, de fenêtres et de verrières laissant entrapercevoir le volume de la pièce de vie ainsi que la vue sur la Saône depuis tous les recoins de ce charmant cocon où il fait bon vivre. Intimiste et sans vis à vis, cet appartement ancien et rénové avec goût saura rapidement convaincre une famille recherchant une vie de quartier aussi bien que la proximité avec l'hyper centre par la passerelle Saint Vincent et les quais de Saône au pied de l'immeuble. Une cave de 8 m2 complète l'ensemble. Loué meublé et équipé. Disponible à partir de mi-janvier. Loyer : 1700 € charges comprises Dépôt de garantie : 3140 € Honoraires : 1300 €, états des lieux inclus Zone soumise à encadrement des loyers: Loyer de référence: 1300,00 € Hc. Loyer de référence majoré: 1560,00 € Hc. Complément de loyer: 0 €. Classe Energie : D / Classe Climat : B Montant moyen estimé des dépenses annuelles d'énergie pour un usage standard, établi à partir des prix de l'énergie de l'année 2023 : entre 1430 € et 1980 €. Contact - Océane :",https://www.vizzit.fr/fr/property/appartement/lyon-9/A6l3at4m6ybz7d6e,quai Pierre Scize,,quai Pierre Scize
Lyon 5ème (69005),1 300 €,58 m² - 3 pièces,"Appartement meublé T3 Lyon centre ville (situé entre Lyon 5eme et Lyon 2eme) Appartement entièrement rénové, meublé et équipé, de type T3 de plus de 58m2, avec 2 chambres, cuisine et salon équipés, salle de bain et Wc séparés, lumière d'ambiance, table en marbre Situé au 1er étage, sans vis-à-vis, place de parking disponible en supplément, dans la résidence voisine, avec portail fermé chauffage individuel au gaz dépôt de garantie demandé, pas de frais d'agence Loyer : 1300€ par mois comprenant la consommation de gaz, d'électricité / eau chaude et eau froide Non Compris dans le loyer : box internet, place de parking Dossier Candidature : justificatifs d'identité justificatifs de domicile de moins de 3 mois 3 derniers bulletins de salaire avec contrat de travail dernier avis d'imposition garantie Visale ou un garant",https://www.vizzit.fr/fr/property/appartement/lyon-5/Aeyen0mzdnk8ai1h,place de parking,,place de parking
Lyon 3ème (69003),1 150 €,50 m² - 2 pièces,"Disponible dès maintenant À louer quartier La Villette/ Part-Dieu, situé sur l'Avenue Lacassagne superbe T2 meublé de 50 m², rénové en 2023, situé au 6ème étage avec ascenseur dans une résidence calme et bien entretenue - Résidence La Florentine dans le 3ème L’appartement est très lumineux grâce à ces baies vitrées, offre une vue dégagée sans vis-à-vis direct. Balcon filant de 6m2 À seulement 10 min à pieds de la Gare Part-Dieu vous profitez du calme absolu tout en étant à deux pas des commerces, restaurants, marché, métro B et bus (C13/ C11/ C16/ Bus 69/ T3/ T4). Le logement Entrée avec toilettes suspendues Séjour lumineux avec canapé convertible, table basse, meuble Tv, rangements et éléments de décoration et composé d'un espace de dégagement avec deux grands placards Cuisine fermée refaite à neuf haut de gamme, réalisée sur mesure : four, plaques, hotte, lave-vaisselle, réfrigérateur, grille-pain, bouilloire et grand placard situé à l'entrée de la cuisine Chambre spacieuse de 12m2 avec lit double, tables de chevet et grand dressing Salle d’eau attenante à la chambre avec douche, meuble vasque, machine à laver et rangements Place de stationnement en sous-sol sécurisé (accès à l'aide d'un bipe) Appartement refait à neuf (sauf la salle de bain), mobilier et décoration de qualité, agréable et fonctionnel. ? Loyer 990€ / mois hors charges + 160€ / mois de charges (copropriété + ordures ménagères + eau froide et chaude + chauffage collectif) - régulation à la fin de l'année sur la consommation d'eau ➡️ Total : 1150 € / mois Cc ⚠️ Electricité et internet à la charge du locataire ? Estimation moyenne (électricité) : environ 35€/mois selon usage. ? Informations Surface : 50 m² Étage : 6ème avec ascenseur Type de location : meublée (Lmnp) Disponibilité : début février Dpe : à jour en D ❤️ Les plus Appartement refait et décoré avec goût Canapé convertible pratique pour accueillir Vue dégagée, étage élevé, très lumineux Cuisine moderne et fonctionnelle Quartier vivant et recherché, 2 min du C13/ C11/ C16, 10 min à pieds du métro B et 15 min du métro D et des lignes de tram T3 et T4 Résidence bien entretenue et familiale, grand espace vert et nombreux commerces autour",https://www.vizzit.fr/fr/property/appartement/lyon-3/Abpckwz1kvg8vnw2,Avenue Lacassagne superbe,Avenue Lacassagne,Avenue Lacassagne superbe
Lyon 3ème (69003),650 €,20 m² - Studio,"Merci de me uniquement par Sms et de m’indiquer dans le premier Sms les informations suivantes pour étudier votre dossier : 1️⃣ Identité • Nom et prénom • Situation actuelle : étudiant, Cdi, Cdd, alternance, etc. • Date de début de votre contrat / formation • Lieu de votre travail ou de votre école 2️⃣ Revenus • Votre rémunération mensuelle Ou • Si vous avez des garants : leurs revenus, leur situation professionnelle et votre lien avec eux (parents, frère/sœur, etc.) ⸻ ? Logement proposé • Studio entièrement meublé • 4ᵉ étage, sans ascenseur • Situé au 54 route de Genas – Lyon 3 • À 6 minutes de la gare Part-Dieu et proche du tram T3 • Machine à laver dans le logement • Disponible à partir du 15 février • Visites en présentiel possibles avant cette date • Photos et vidéos complémentaires disponibles ⸻ Loyer • 650 € charges comprises (591 € + 59 € de charges) • Dépôt de garantie : 2 mois hors charges, soit 1 182 €",https://www.vizzit.fr/fr/property/appartement/lyon-3/As9lynby9s0o15sp,54 route de Genas –,54 route de Genas – Lyon 3 •,54 route de Genas –
Lyon 6ème (69006),1 310 €,58 m² - 3 pièces,"Situé au 1ᵉʳ étage d’un immeuble bien entretenu, à deux pas du Parc de la Tête d’Or, ce très bel appartement T3 meublé de 59 m², traversant et lumineux, sera disponible début mars. Il se compose d’une jolie cuisine entièrement équipée, d’un séjour climatisé ouvrant sur un agréable balcon, de deux belles chambres, d’une salle de bains et d’un Wc indépendant. Une cave vient compléter ce bien. Emplacement recherché : proximité immédiate des commerces, bus et commodités, dans l’un des secteurs les plus prisés de Lyon 6. Un appartement confortable, fonctionnel et idéalement situé, à visiter sans tarder.",https://www.vizzit.fr/fr/property/appartement/lyon-6/Agwlcxtobmslgcj0,,Emplacement,Emplacement
Lyon 8ème (69008),750 €,26 m² - Studio,"Partiulier loue studio meubé 26 m2 avec place de parking privative et cave dans résidence de standing, sécurisée, interphone et gardien Quartier Monplaisir ,proximité métro , Tram et tous commerces 7éme étage avec ascenseur Balcon ensolleillé avec vue dégagée ,sans vis à vis ,ouest cuisine équipée avec lave linge ,salle de bain avec wc , et dressing",https://www.vizzit.fr/fr/property/appartement/lyon-8/A2u1mfp83dzb21kv,place de parking privative,,place de parking privative
Lyon 3ème (69003),630 €,22 m² - Studio,"Pour organiser une visite, rendez-vous sur notre site internet puis cliquez sur le lien ' Dossier de candidature '. Adresse : 270 Rue André Philip 69003 Lyon Dans une copropriété sécurisée avec équipements collectifs ( Salle de travail, sport, machine à laver) au cinquième étage avec ascenseur. Appartement Studio meublé de 22.46m² comprenant une entrée donnant sur la cuisine avec placards de rangement, une pièce avec lit double et bureau, une salle d'eau avec Wc. Cuisine équipée en meubles, frigo, plaques de cuisson, micro-onde. Radiateurs électriques individuels. Acompte sur charge mensuel avec régularisation annuelle de 40 Euros comprenant : l'entretien des communs, ascenseur, eau froide. Honoraires à la charge du locataire : 291 euros Ttc dont 67 euros pour l'état des lieux. Dépôt de garantie : 2 mois de loyers hors charges Provision pour Taxe des Ordures Ménagères avec régularisation annuelle : 5.50 euros / mois Honoraires de 291 euros Ttc à la charge du locataire comprenant 67 euros Ttc pour l'état des lieux. Zone soumise à encadrement des loyers. Loyer de référence majoré (loyer de base à ne pas dépasser) 590 euros/mois. Loyer de base 590 euros/mois. Provision sur charges 40 euros/mois, régularisation annuelle. Dépôt de garantie 1 180 euros. Classe énergie C, Classe climat A Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 460.00 euros et 622.00 euros sur les années 2021, 2022 et 2023 (abonnements compris). Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : .",https://www.vizzit.fr/fr/property/appartement/lyon-3/Ajkl3mp4a7v9gtzy,270 Rue André Philip,270 Rue André Philip 69003 Lyon,270 Rue André Philip
